,location,total_sqft,bath,price,BHK
672,Balagere,656,1.0,3877000,1
673,Balagere,645,1.0,3900000,1
674,Balagere,645,1.0,4100000,1
675,Balagere,1210,2.0,8200000,2
676,Balagere,656,1.0,3477000,1
678,Balagere,1012,2.0,7000000,2
679,Balagere,1007,2.0,6800000,2
681,Balagere,1205,2.0,7900000,2
682,Balagere,1012,2.0,6800000,2
684,Banashankari,1077,2.0,3764000,2
685,Banashankari,1470,2.0,8864000,3
686,Banashankari,1300,2.0,7500000,3
687,Banashankari,1800,3.0,11500000,3
688,Banashankari,1125,2.0,6300000,2
690,Banashankari,1310,2.0,8000000,2
691,Banashankari,2600,4.0,13500000,3
692,Banashankari,1900,2.0,17000000,3
693,Banashankari,1260,2.0,7500000,2
694,Banashankari,1170,2.0,4679000,2
696,Banashankari,1350,2.0,8300000,3
698,Banashankari,1330,2.0,7800000,2
699,Banashankari,1400,2.0,7800000,3
700,Banashankari,1700,3.0,12500000,3
701,Banashankari,1020,2.0,4079000,2
702,Banashankari,1600,2.0,6398000,2
703,Banashankari,1041,2.0,3644000,2
704,Banashankari,1390,2.0,8600000,2
705,Banashankari,1460,2.0,7000000,2
706,Banashankari,1200,2.0,6000000,2
707,Banashankari,1290,2.0,8000000,2
708,Banashankari,2582,5.0,25000000,3
709,Banashankari,1186,2.0,6500000,2
710,Banashankari,1650,3.0,10100000,3
712,Banashankari,1181,2.0,7500000,2
713,Banashankari,1105,2.0,9000000,2
714,Banashankari,720,1.0,6000000,1
715,Banashankari,1040,2.0,4500000,2
716,Banashankari,1330,2.0,7700000,2
717,Banashankari,1200,2.0,4900000,2
718,Banashankari,1185,2.0,6700000,2
719,Banashankari,1000,2.0,5000000,2
720,Banashankari,1650,3.0,9075000,3
721,Banashankari,1650,3.0,10100000,3
722,Banashankari,1310,2.0,8043000,2
723,Banashankari,600,1.0,2700000,2
724,Banashankari,1430,2.0,8780000,2
725,Banashankari,1020,2.0,4283000,2
727,Banashankari,1540,3.0,8000000,3
728,Banashankari,1195,2.0,3584000,2
729,Banashankari,1683,3.0,11500000,3
730,Banashankari,1800,3.0,12500000,3
731,Banashankari,1175,2.0,4113000,2
732,Banashankari,1750,2.0,8900000,3
733,Banashankari,1800,3.0,17500000,3
734,Banashankari,1450,2.0,5075000,2
735,Banashankari,1770,3.0,10800000,3
736,Banashankari,1800,3.0,12500000,3
739,Banashankari,1200,3.0,7452000,3
740,Banashankari,1100,2.0,6300000,2
741,Banashankari,1020,2.0,4079000,2
742,Banashankari,1260,2.0,7500000,2
744,Banashankari,1426,3.0,8500000,3
745,Banashankari Stage II,1700,2.0,15000000,2
746,Banashankari Stage II,1200,2.0,15000000,4
747,Banashankari Stage II,1500,2.0,12000000,3
748,Banashankari Stage II,2400,3.0,51000000,5
749,Banashankari Stage II,1240,2.0,5952000,3
750,Banashankari Stage II,1250,2.0,11000000,2
751,Banashankari Stage II,1260,2.0,9500000,3
752,Banashankari Stage II,2400,2.0,30000000,3
753,Banashankari Stage II,1400,2.0,10000000,2
754,Banashankari Stage II,2800,3.0,42500000,5
755,Banashankari Stage II,3000,3.0,45000000,3
756,Banashankari Stage II,1200,2.0,19800000,3
757,Banashankari Stage II,1245,2.0,12500000,2
758,Banashankari Stage III,1305,2.0,5870000,3
759,Banashankari Stage III,1145,2.0,5840000,2
760,Banashankari Stage III,1650,3.0,11800000,3
761,Banashankari Stage III,2400,4.0,24000000,4
762,Banashankari Stage III,1350,2.0,6800000,3
764,Banashankari Stage III,1305,2.0,5900000,3
765,Banashankari Stage III,1305,2.0,6000000,3
766,Banashankari Stage III,1200,2.0,4200000,2
767,Banashankari Stage III,1305,2.0,5900000,3
768,Banashankari Stage III,1480,3.0,7548000,3
769,Banashankari Stage III,1305,2.0,5900000,3
770,Banashankari Stage III,1304,2.0,11100000,2
771,Banashankari Stage III,3000,6.0,15000000,6
772,Banashankari Stage III,1085,2.0,5000000,2
773,Banashankari Stage III,1500,2.0,10000000,3
774,Banashankari Stage III,2100,3.0,14700000,4
775,Banashankari Stage III,1420,2.0,9500000,3
776,Banashankari Stage V,1300,2.0,5850000,3
777,Banashankari Stage V,1305,2.0,4900000,3
778,Banashankari Stage V,1035,2.0,3577000,2
779,Banashankari Stage V,1355,2.0,6100000,3
780,Banashankari Stage V,1510,3.0,4757000,3
781,Banashankari Stage V,1650,3.0,5198000,3
782,Banashankari Stage V,1630,3.0,5135000,3
783,Banashankari Stage V,1510,3.0,4757000,3
784,Banashankari Stage V,1315,2.0,4900000,3
785,Banashankari Stage V,1540,3.0,4851000,3
786,Banashankari Stage V,920,2.0,4150000,2
787,Banashankari Stage VI,1160,2.0,5993500,2
788,Banashankari Stage VI,4800,4.0,19000000,4
789,Banashankari Stage VI,2800,4.0,8900000,4
790,Banashankari Stage VI,2200,4.0,19500000,4
791,Banashankari Stage VI,1160,2.0,5900000,2
792,Banashankari Stage VI,1180,2.0,5947000,2
793,Banashankari Stage VI,1423,2.0,7173000,3
794,Banashankari Stage VI,1392,3.0,6945999,3
795,Banashankari Stage VI,1400,2.0,7038500,3
796,Banashankari Stage VI,4800,3.0,20000000,4
797,Banaswadi,1184,2.0,5300000,2
798,Banaswadi,1145,2.0,5500000,2
799,Banaswadi,1250,2.0,6000000,2
800,Banaswadi,1365,2.0,7300000,2
801,Banaswadi,1903,6.0,14000000,5
802,Banaswadi,1222,2.0,8000000,2
803,Banaswadi,870,2.0,3800000,2
804,Banaswadi,1200,2.0,6000000,2
806,Banaswadi,527,1.0,3500000,1
807,Banaswadi,1340,2.0,7300000,2
808,Banaswadi,1008,2.0,5200000,2
809,Banaswadi,1105,2.0,5700000,2
810,Banjara Layout,1200,2.0,7000000,2
811,Banjara Layout,1050,2.0,6480000,2
812,Banjara Layout,753,3.0,5950000,2
813,Banjara Layout,2500,4.0,14000000,3
814,Bannerghatta,2611,3.0,23900000,3
815,Bannerghatta,3012,6.0,25000000,4
816,Bannerghatta,3012,6.0,26800000,4
817,Bannerghatta,1665,3.0,11000000,3
818,Bannerghatta,2370,4.0,19500000,3
819,Bannerghatta,1100,2.0,6600000,2
820,Bannerghatta,1113,2.0,7000000,2
821,Bannerghatta,1200,2.0,7320000,2
822,Bannerghatta,1070,2.0,8700000,2
823,Bannerghatta,1776,3.0,12400000,3
824,Bannerghatta,1776,3.0,15000000,3
825,Bannerghatta Road,500,1.0,1850000,1
826,Bannerghatta Road,1050,2.0,6500000,2
827,Bannerghatta Road,1170,2.0,6600000,3
828,Bannerghatta Road,595,1.0,3332000,1
829,Bannerghatta Road,1445,3.0,9500000,3
830,Bannerghatta Road,1640,2.0,12000000,3
832,Bannerghatta Road,1460,2.0,9000000,3
834,Bannerghatta Road,1179,2.0,6602000,2
835,Bannerghatta Road,1115,2.0,5893500,2
836,Bannerghatta Road,793,2.0,4500000,2
838,Bannerghatta Road,1400,2.0,7800000,2
840,Bannerghatta Road,1215,2.0,5000000,2
841,Bannerghatta Road,1654,3.0,10000000,3
842,Bannerghatta Road,1181,2.0,5500000,2
844,Bannerghatta Road,1200,2.0,7500000,2
846,Bannerghatta Road,595,1.0,3183000,1
847,Bannerghatta Road,1105,2.0,5100000,2
848,Bannerghatta Road,1255,2.0,6526000,2
850,Bannerghatta Road,1550,3.0,8200000,3
852,Bannerghatta Road,1650,3.0,12200000,3
853,Bannerghatta Road,912,2.0,5500000,2
854,Bannerghatta Road,1218,2.0,7300000,2
856,Bannerghatta Road,1115,2.0,6512000,2
858,Bannerghatta Road,1893,3.0,10000000,3
859,Bannerghatta Road,1600,3.0,9500000,3
860,Bannerghatta Road,1275,2.0,6500000,2
861,Bannerghatta Road,892,2.0,3900000,2
863,Bannerghatta Road,1260,2.0,7000000,2
865,Bannerghatta Road,1157,2.0,4000000,2
866,Bannerghatta Road,1150,2.0,6500000,2
867,Bannerghatta Road,1100,2.0,3900000,2
869,Bannerghatta Road,1725,3.0,11000000,3
870,Bannerghatta Road,1850,6.0,15000000,6
871,Bannerghatta Road,950,2.0,3800000,2
872,Bannerghatta Road,1220,2.0,8000000,2
873,Bannerghatta Road,1130,2.0,7800000,2
875,Bannerghatta Road,1486,3.0,8322000,3
877,Bannerghatta Road,1015,2.0,4800000,2
878,Bannerghatta Road,1115,2.0,6100000,2
879,Bannerghatta Road,1136,2.0,4800000,2
880,Bannerghatta Road,2700,4.0,26000000,4
881,Bannerghatta Road,1200,2.0,6900000,3
882,Bannerghatta Road,1465,2.0,7600000,3
883,Bannerghatta Road,1255,2.0,6773000,2
884,Bannerghatta Road,1200,2.0,6500000,2
885,Bannerghatta Road,1240,2.0,6500000,2
886,Bannerghatta Road,1476,3.0,12500000,3
888,Bannerghatta Road,1365,3.0,8429000,3
890,Bannerghatta Road,1268,2.0,6900000,2
891,Bannerghatta Road,1450,2.0,8700000,3
892,Bannerghatta Road,2932,5.0,19500000,4
895,Bannerghatta Road,960,2.0,5800000,2
896,Bannerghatta Road,1750,3.0,13000000,3
897,Bannerghatta Road,1275,2.0,7300000,2
899,Bannerghatta Road,1240,2.0,7100000,2
901,Bannerghatta Road,1215,2.0,6800000,2
902,Bannerghatta Road,1215,2.0,6800000,2
903,Bannerghatta Road,1894,3.0,11500000,3
905,Bannerghatta Road,1693,3.0,8900000,3
906,Bannerghatta Road,1280,2.0,6016000,2
908,Bannerghatta Road,630,1.0,3500000,1
909,Bannerghatta Road,1215,2.0,6800000,2
910,Bannerghatta Road,1365,3.0,7618000,3
911,Bannerghatta Road,1115,2.0,7800000,2
912,Bannerghatta Road,1365,3.0,7946500,3
914,Bannerghatta Road,1655,3.0,9000000,3
915,Bannerghatta Road,1247,2.0,4739000,2
916,Bannerghatta Road,1160,2.0,4949000,2
917,Bannerghatta Road,1650,3.0,9400000,3
918,Bannerghatta Road,905,2.0,6500000,2
919,Bannerghatta Road,1000,2.0,5000000,2
920,Bannerghatta Road,2185,3.0,12000000,4
921,Bannerghatta Road,1012,2.0,4500000,2
923,Bannerghatta Road,1460,2.0,8000000,3
924,Bannerghatta Road,1340,2.0,8500000,2
925,Bannerghatta Road,1711,3.0,12500000,3
926,Bannerghatta Road,1520,2.0,8100000,3
927,Bannerghatta Road,2826,3.0,14800000,3
928,Bannerghatta Road,1115,2.0,6100000,2
929,Bannerghatta Road,1154,2.0,4700000,2
930,Bannerghatta Road,1000,2.0,4450000,2
931,Bannerghatta Road,1250,2.0,4800000,2
932,Bannerghatta Road,1640,3.0,10500000,3
934,Bannerghatta Road,1012,2.0,4400000,2
935,Bannerghatta Road,1527,3.0,11500000,3
938,Bannerghatta Road,1550,3.0,9600000,3
939,Bannerghatta Road,1200,2.0,7800000,2
940,Bannerghatta Road,1885,3.0,12500000,3
942,Bannerghatta Road,1450,2.0,7800000,3
943,Bannerghatta Road,700,1.0,3120000,1
946,Bannerghatta Road,905,2.0,5800000,2
948,Bannerghatta Road,1920,3.0,12200000,3
949,Bannerghatta Road,2400,4.0,18000000,4
951,Bannerghatta Road,1270,2.0,4500000,2
952,Bannerghatta Road,1520,2.0,8000000,3
953,Bannerghatta Road,1270,2.0,7300000,3
954,Bannerghatta Road,1846,3.0,12000000,3
956,Bannerghatta Road,1115,2.0,6174000,2
957,Bannerghatta Road,1655,3.0,9500000,3
958,Bannerghatta Road,1206,2.0,5300000,2
959,Bannerghatta Road,1150,2.0,5500000,2
960,Bannerghatta Road,1215,2.0,6500000,2
961,Bannerghatta Road,1510,2.0,11000000,3
962,Bannerghatta Road,1022,2.0,3500000,2
963,Bannerghatta Road,1246,2.0,4735000,2
964,Bannerghatta Road,1470,2.0,8500000,3
965,Bannerghatta Road,1160,2.0,4500000,2
966,Bannerghatta Road,970,2.0,5700000,2
967,Bannerghatta Road,1527,3.0,14200000,3
968,Basapura,1100,2.0,6000000,2
969,Basapura,1045,2.0,4200000,2
970,Basapura,1100,2.0,6000000,2
971,Basapura,1301,2.0,5500000,2
972,Basapura,1540,2.0,7000000,3
973,Basapura,1440,3.0,7200000,3
974,Basapura,1294,2.0,5200000,3
975,Basapura,1100,2.0,6000000,2
978,Basavangudi,1036,2.0,10500000,2
979,Basavangudi,2600,4.0,26000000,4
980,Basavangudi,1600,2.0,16000000,3
981,Basavangudi,1560,2.0,14500000,2
983,Basavangudi,1800,3.0,19500000,3
984,Basavangudi,1100,2.0,9300000,2
986,Basavangudi,1050,2.0,10300000,2
989,Basavangudi,1180,2.0,12400000,2
991,Basavangudi,1200,2.0,12000000,2
993,Basavangudi,2453,3.0,25000000,4
994,Basaveshwara Nagar,4500,5.0,41500000,5
995,Basaveshwara Nagar,1865,3.0,14500000,3
996,Basaveshwara Nagar,1200,2.0,9000000,2
997,Basaveshwara Nagar,2400,4.0,31000000,5
998,Basaveshwara Nagar,1200,2.0,8000000,2
999,Basaveshwara Nagar,900,2.0,6000000,2
1000,Basaveshwara Nagar,1900,3.0,15000000,3
1001,Basaveshwara Nagar,1200,2.0,8500000,2
1002,Basaveshwara Nagar,1200,2.0,7000000,2
1003,Battarahalli,1200,2.0,6500000,2
1004,Battarahalli,1779,3.0,8961000,3
1005,Battarahalli,1300,2.0,5000000,2
1006,Battarahalli,1945,3.0,9742000,3
1007,Battarahalli,1777,3.0,10000000,3
1008,Battarahalli,1135,2.0,4300000,2
1009,Battarahalli,1276,2.0,4500000,2
1010,Battarahalli,1880,3.0,9436000,3
1011,Battarahalli,1071,2.0,6200000,2
1012,Battarahalli,1165,2.0,4300000,2
1013,Battarahalli,1636,2.0,8289000,2
1014,Battarahalli,1779,3.0,9000000,3
1016,Battarahalli,1090,2.0,3836999,2
1017,Battarahalli,2082,3.0,10400000,3
1018,Battarahalli,2024,3.0,10300000,3
1019,Battarahalli,1097,2.0,4900000,2
1021,Begur,1419,2.0,5900000,3
1022,Begur,1580,3.0,7500000,3
1023,Begur,1559,3.0,6300000,3
1024,Begur,1445,2.0,4710000,3
1025,Begur,1475,2.0,7400000,3
1026,Begur,1100,2.0,5500000,2
1027,Begur,1306,2.0,6500000,2
1028,Begur,1304,3.0,6500000,3
1029,Begur,1411,2.0,6000000,3
1030,Begur,815,2.0,4000000,2
1031,Begur,1443,2.0,7000000,3
1032,Begur Road,1200,2.0,4400000,2
1033,Begur Road,1200,2.0,4680000,2
1034,Begur Road,1160,2.0,4400000,2
1035,Begur Road,1584,3.0,6500000,3
1037,Begur Road,1615,3.0,5976000,3
1038,Begur Road,1200,2.0,4320000,2
1039,Begur Road,1160,2.0,4408000,2
1040,Begur Road,1200,2.0,4500000,2
1041,Begur Road,1615,3.0,6000000,3
1042,Begur Road,1410,2.0,5300000,3
1043,Begur Road,1200,2.0,3779999,2
1044,Begur Road,1160,2.0,4059000,2
1045,Begur Road,1260,2.0,4662000,2
1046,Begur Road,1600,3.0,5814000,3
1048,Begur Road,1500,2.0,7000000,3
1049,Begur Road,1160,2.0,4200000,2
1050,Begur Road,1240,2.0,3906000,2
1051,Begur Road,1200,2.0,4500000,2
1052,Begur Road,1500,2.0,5500000,3
1053,Begur Road,1410,2.0,5217000,3
1055,Begur Road,1583,3.0,7440000,3
1056,Begur Road,1170,2.0,4600000,2
1057,Begur Road,1160,2.0,4292000,2
1058,Begur Road,1410,2.0,5217000,3
1060,Begur Road,1565,2.0,5976000,3
1061,Begur Road,1160,2.0,4200000,2
1063,Begur Road,1410,2.0,5358000,3
1064,Begur Road,1200,2.0,4500000,2
1065,Begur Road,1200,2.0,4260000,2
1066,Begur Road,1160,2.0,4200000,2
1067,Begur Road,1334,2.0,4269000,2
1068,Begur Road,1565,2.0,5791000,3
1069,Begur Road,1200,2.0,4560000,2
1070,Begur Road,1215,2.0,4313000,2
1071,Begur Road,1160,2.0,3654000,2
1073,Begur Road,1200,2.0,4440000,2
1075,Begur Road,1260,2.0,3969000,2
1076,Begur Road,2462,6.0,11800000,4
1077,Begur Road,1160,2.0,4400000,2
1079,Begur Road,952,2.0,4200000,2
1082,Begur Road,1200,2.0,4200000,2
1083,Begur Road,1240,2.0,4588000,2
1084,Begur Road,1200,3.0,5000000,3
1086,Begur Road,1200,2.0,4400000,2
1088,Begur Road,1100,2.0,4260000,2
1089,Begur Road,1565,2.0,5791000,3
1090,Begur Road,1200,2.0,4440000,2
1091,Begur Road,1160,2.0,3654000,2
1092,Begur Road,1215,2.0,4375000,2
1093,Begur Road,1200,2.0,4473000,2
1094,Begur Road,1160,2.0,4200000,2
1095,Begur Road,1410,2.0,5499000,3
1096,Bellandur,1767,3.0,10300000,3
1097,Bellandur,1205,2.0,6600000,2
1098,Bellandur,1250,2.0,7600000,2
1099,Bellandur,1000,2.0,5000000,2
1100,Bellandur,1281,2.0,7400000,2
1101,Bellandur,921,2.0,4000000,2
1103,Bellandur,1490,2.0,9800000,3
1105,Bellandur,2039,3.0,16800000,3
1106,Bellandur,1605,3.0,8500000,3
1107,Bellandur,1692,3.0,8800000,3
1108,Bellandur,1220,2.0,6000000,2
1109,Bellandur,1299,2.0,8200000,2
1110,Bellandur,900,2.0,5600000,2
1111,Bellandur,1350,2.0,7900000,2
1112,Bellandur,1286,2.0,5700000,2
1113,Bellandur,3016,4.0,23000000,4
1114,Bellandur,1457,2.0,8500000,2
1115,Bellandur,1195,2.0,5100000,2
1116,Bellandur,1050,2.0,7200000,2
1117,Bellandur,3600,4.0,26000000,4
1118,Bellandur,1310,2.0,7200000,2
1119,Bellandur,924,2.0,3511000,2
1120,Bellandur,1785,3.0,11800000,3
1121,Bellandur,1051,2.0,6000000,2
1123,Bellandur,1060,2.0,6500000,2
1124,Bellandur,1100,2.0,6200000,2
1125,Bellandur,1550,2.0,5900000,2
1126,Bellandur,924,2.0,3511000,2
1128,Bellandur,1685,3.0,10000000,3
1129,Bellandur,982,2.0,5500000,2
1130,Bellandur,981,2.0,3728000,2
1131,Bellandur,1205,2.0,5900000,2
1132,Bellandur,1063,2.0,5800000,2
1133,Bellandur,1201,2.0,5999000,2
1134,Bellandur,1325,2.0,6500000,2
1135,Bellandur,1281,2.0,8700000,2
1137,Bellandur,1200,2.0,5200000,2
1138,Bellandur,1785,3.0,12000000,3
1139,Bellandur,1088,2.0,4800000,2
1140,Bellandur,1310,2.0,8500000,2
1141,Bellandur,982,2.0,3728000,2
1142,Bellandur,1465,3.0,9000000,2
1143,Bellandur,1767,3.0,10900000,3
1144,Bellandur,924,2.0,3511000,2
1145,Bellandur,3600,4.0,24500000,4
1146,Bellandur,1170,2.0,4679000,2
1147,Bellandur,1150,2.0,6944000,2
1148,Bellandur,1200,2.0,4500000,2
1150,Bellandur,1410,3.0,9200000,2
1151,Bellandur,950,2.0,3500000,2
1152,Bellandur,1015,2.0,6000000,2
1154,Bellandur,1685,3.0,10100000,3
1155,Bellandur,1735,3.0,10500000,3
1156,Bellandur,1685,3.0,11500000,3
1157,Bellandur,1846,3.0,13500000,3
1158,Bellandur,1049,2.0,5100000,2
1160,Bellandur,1211,2.0,6300000,2
1161,Bellandur,1717,3.0,11000000,3
1163,Bellandur,1185,2.0,4739000,2
1164,Bellandur,1200,2.0,6200000,2
1168,Bellandur,1251,2.0,4700000,2
1170,Bellandur,960,2.0,4800000,2
1171,Bellandur,1690,2.0,11600000,3
1172,Bellandur,850,2.0,4500000,2
1173,Bellandur,1454,2.0,9000000,2
1175,Bellandur,1195,2.0,5200000,2
1176,Bellandur,1435,2.0,11500000,3
1178,Bellandur,1260,2.0,8350000,2
1179,Bellandur,1535,3.0,9000000,3
1180,Bellandur,1047,2.0,7500000,2
1181,Bellandur,1096,2.0,4000000,2
1182,Bellandur,1262,2.0,4700000,2
1183,Benson Town,3200,4.0,35000000,3
1184,Benson Town,4460,5.0,65000000,4
1185,Benson Town,2850,4.0,47000000,3
1186,Benson Town,1300,2.0,12000000,2
1187,Benson Town,1567,3.0,14000000,2
1188,Benson Town,3633,6.0,55000000,4
1189,Benson Town,1688,2.0,27000000,2
1190,Benson Town,1805,3.0,28000000,3
1191,Benson Town,1688,2.0,28000000,2
1192,Bharathi Nagar,1322,2.0,6800000,2
1193,Bharathi Nagar,1351,2.0,7000000,2
1194,Bharathi Nagar,1384,2.0,5900000,2
1195,Bharathi Nagar,1351,2.0,7400000,2
1196,Bharathi Nagar,1432,2.0,6800000,2
1198,Bharathi Nagar,1349,2.0,5670000,2
1199,Bharathi Nagar,1328,2.0,6900000,2
1200,Bharathi Nagar,1300,2.0,5586000,2
1201,Bhoganhalli,1670,3.0,9900000,3
1204,Bhoganhalli,1444,2.0,7597000,2
1205,Bhoganhalli,1447,2.0,7597000,2
1206,Bhoganhalli,1700,3.0,12600000,3
1207,Bhoganhalli,1447,2.0,7597000,2
1212,Bhoganhalli,1760,3.0,12700000,3
1214,Bhoganhalli,1447,2.0,7597000,2
1215,Bhoganhalli,1949,3.0,12900000,3
1216,Bhoganhalli,1760,3.0,12800000,3
1217,Bhoganhalli,1447,2.0,7597000,2
1218,Bhoganhalli,2439,4.0,18500000,4
1222,Bhoganhalli,1444,2.0,7597000,2
1223,Bhoganhalli,1205,2.0,6447000,2
1224,Bhoganhalli,1447,2.0,7597000,2
1225,Bhoganhalli,2439,5.0,17000000,4
1227,Bhoganhalli,1205,2.0,6831999,2
1228,Bhoganhalli,1260,2.0,6990000,2
1229,Bhoganhalli,2439,4.0,17000000,4
1230,Bhoganhalli,1707,3.0,11500000,3
1232,Bhoganhalli,970,2.0,5250000,2
1234,Bhoganhalli,1277,2.0,7989000,2
1236,Bhoganhalli,1703,3.0,12000000,3
1238,Billekahalli,1125,2.0,6200000,2
1240,Billekahalli,1090,2.0,5200000,2
1241,Billekahalli,1112,2.0,6200000,2
1242,Billekahalli,2400,3.0,15000000,3
1243,Billekahalli,2968,3.0,22500000,3
1244,Billekahalli,950,2.0,5811000,2
1245,Billekahalli,1360,2.0,11000000,2
1246,Billekahalli,1125,2.0,6500000,2
1247,Billekahalli,950,2.0,5600000,2
1249,Billekahalli,1805,3.0,13400000,3
1250,Binny Pete,1755,3.0,12200000,3
1251,Binny Pete,665,1.0,5075000,1
1252,Binny Pete,2465,5.0,23400000,3
1254,Binny Pete,1245,2.0,8628000,2
1255,Binny Pete,660,1.0,5400000,1
1256,Binny Pete,665,1.0,4608000,1
1257,Binny Pete,660,1.0,6200000,1
1258,Binny Pete,1365,2.0,12200000,2
1259,Binny Pete,2940,6.0,28000000,4
1260,Binny Pete,1795,3.0,13900000,3
1261,Binny Pete,1740,3.0,15000000,3
1262,Binny Pete,1970,3.0,16400000,3
1263,Binny Pete,1516,3.0,14700000,3
1264,Bisuvanahalli,1180,3.0,4800000,3
1266,Bisuvanahalli,1075,2.0,4600000,3
1269,Bisuvanahalli,1075,2.0,4500000,3
1271,Bisuvanahalli,845,2.0,3300000,2
1272,Bisuvanahalli,1075,2.0,4500000,3
1273,Bisuvanahalli,845,2.0,3700000,2
1276,Bisuvanahalli,845,2.0,2900000,2
1277,Bisuvanahalli,1075,2.0,4700000,3
1278,Bisuvanahalli,850,1.0,3200000,2
1279,Bisuvanahalli,1075,2.0,5000000,3
1280,Bisuvanahalli,1075,2.0,5200000,3
1281,Bisuvanahalli,1180,2.0,4600000,3
1282,Bisuvanahalli,1075,2.0,4200000,3
1283,Bisuvanahalli,845,2.0,3700000,2
1284,Bisuvanahalli,1075,2.0,4300000,3
1285,Bisuvanahalli,700,1.0,3200000,2
1286,Bisuvanahalli,1075,2.0,5200000,3
1287,Bisuvanahalli,1075,2.0,5000000,3
1289,Bisuvanahalli,845,2.0,3300000,2
1290,Bisuvanahalli,945,2.0,3300000,2
1291,Bisuvanahalli,845,2.0,3000000,2
1294,Bisuvanahalli,1075,2.0,4300000,3
1295,Bisuvanahalli,1080,2.0,4500000,3
1296,Bisuvanahalli,1180,2.0,5550000,3
1297,Bisuvanahalli,1075,2.0,4700000,3
1298,Bisuvanahalli,1075,2.0,4800000,3
1300,Bisuvanahalli,1075,2.0,4500000,3
1301,Bisuvanahalli,1075,2.0,4400000,3
1302,Bisuvanahalli,850,2.0,2700000,2
1303,Bisuvanahalli,1075,2.0,4200000,3
1304,Bisuvanahalli,845,2.0,3200000,2
1306,Bisuvanahalli,845,2.0,3400000,2
1307,Bommanahalli,3000,8.0,14000000,8
1308,Bommanahalli,520,1.0,1950000,1
1309,Bommanahalli,515,1.0,2500000,1
1310,Bommanahalli,1090,3.0,4400000,2
1313,Bommanahalli,1850,3.0,9000000,3
1314,Bommanahalli,910,2.0,4500000,2
1315,Bommanahalli,1050,2.0,4600000,2
1316,Bommanahalli,1100,1.0,5500000,2
1318,Bommanahalli,1350,2.0,7200000,2
1319,Bommanahalli,2100,4.0,8500000,4
1320,Bommanahalli,1020,2.0,5500000,2
1321,Bommanahalli,1307,2.0,5000000,2
1322,Bommanahalli,1091,2.0,4000000,2
1323,Bommanahalli,1160,2.0,5300000,2
1324,Bommanahalli,1050,2.0,5400000,2
1325,Bommasandra,1260,3.0,4936000,3
1326,Bommasandra,1200,3.0,4600000,3
1327,Bommasandra,1035,2.0,4100000,2
1328,Bommasandra,1035,2.0,4172999,2
1329,Bommasandra,1034,2.0,4000000,2
1330,Bommasandra,877,2.0,3000000,2
1331,Bommasandra,920,2.0,3746000,2
1332,Bommasandra,1035,2.0,4143000,2
1333,Bommasandra,1295,2.0,5028000,3
1335,Bommasandra,1015,2.0,4000000,2
1336,Bommasandra,1000,2.0,3500000,2
1337,Bommasandra,955,2.0,3528000,2
1338,Bommasandra,1005,2.0,3977000,2
1339,Bommasandra,1014,2.0,3500000,2
1340,Bommasandra,1020,2.0,4089000,2
1341,Bommasandra,920,2.0,3720000,2
1342,Bommasandra,800,1.0,3200000,2
1343,Bommasandra,1280,3.0,5000000,3
1344,Bommasandra,1127,2.0,4500000,2
1346,Bommasandra,877,2.0,2900000,2
1347,Bommasandra,1365,3.0,5281000,3
1348,Bommasandra,842,2.0,3000000,2
1349,Bommasandra,1260,3.0,4936000,3
1350,Bommasandra,1365,3.0,5282000,3
1351,Bommasandra,955,2.0,3797000,2
1352,Bommasandra,1089,2.0,4000000,2
1353,Bommasandra,1365,3.0,5396000,3
1354,Bommasandra Industrial Area,1090,2.0,3148000,2
1356,Bommasandra Industrial Area,1400,2.0,4044000,3
1357,Bommasandra Industrial Area,1320,2.0,3813000,3
1359,Bommasandra Industrial Area,1020,2.0,2945000,2
1360,Bommasandra Industrial Area,1165,2.0,3364000,2
1361,Bommasandra Industrial Area,1090,2.0,3148000,2
1363,Bommasandra Industrial Area,1000,2.0,2888000,2
1364,Bommasandra Industrial Area,1020,2.0,2945000,2
1365,Bommasandra Industrial Area,1160,2.0,3351000,2
1366,Bommasandra Industrial Area,1125,2.0,3249000,2
1369,Bommasandra Industrial Area,1125,2.0,3249000,2
1370,Bommasandra Industrial Area,1130,2.0,3264000,2
1371,Bommasandra Industrial Area,1065,2.0,3075000,2
1372,Bommenahalli,1200,3.0,12500000,3
1373,Bommenahalli,1632,3.0,14500000,4
1374,Bommenahalli,1670,3.0,13500000,4
1375,Bommenahalli,1680,3.0,13500000,4
1376,Bommenahalli,1632,3.0,12800000,4
1377,Bommenahalli,3339,3.0,25000000,3
1378,Bommenahalli,1355,3.0,13500000,4
1379,Bommenahalli,2940,3.0,23200000,3
1380,Bommenahalli,1232,3.0,9600000,3
1381,Bommenahalli,1632,3.0,14000000,4
1382,Brookefield,1150,2.0,6900000,2
1383,Brookefield,1142,2.0,7000000,2
1387,Brookefield,2800,4.0,24000000,4
1388,Brookefield,1476,3.0,10500000,3
1389,Brookefield,1700,4.0,15200000,4
1390,Brookefield,1262,2.0,7500000,2
1391,Brookefield,1139,2.0,8000000,2
1392,Brookefield,1125,2.0,7000000,2
1393,Brookefield,1420,3.0,8500000,3
1395,Brookefield,941,2.0,4800000,2
1398,Brookefield,1100,2.0,5500000,2
1399,Brookefield,2400,3.0,14000000,4
